qid,crop,gross_residue_yield (bdt/acre),required_residue_per_acre (bdt/acre),acres,quant_38 (bdt),quant_70 (bdt)
S19043,corn,4.69458014082625,0.72742014082625,141380.733944954,252214.8106319,464606.230111395
S19045,corn,4.95038570810068,0.89324570810068,198618.190446061,373629.927514141,688265.655947101
S19047,corn,4.71647866345202,3.07726866345202,211451.819044606,346613.936296109,346613.936296109
S19049,corn,4.68489710302821,0.99044710302821,142303.068649162,253336.588945263,466672.663846537
S19051,corn,4.09381710589334,1.14988710589334,41373.2995887377,64362.3942017773,118562.305108537
S19053,corn,3.88440897511195,0,33335.8114520721,49206.1715748862,90642.9476379482
S19055,corn,4.72739340355922,2.90080340355922,187023.125593167,335970.118292022,341614.570977222
S19057,corn,4.83751958016064,1.12081958016064,78820.0885795634,144891.614289181,266905.605269544
S19059,corn,4.6148682852569,1.7559682852569,96370.8003796267,169000.64911277,275514.481205315
S19061,corn,4.79699708751103,1.36468708751103,128916.039228092,234995.748590034,432886.905297432
S19063,corn,4.75661223860196,0.020742238601965,129258.620689655,233636.592104545,430383.195982056
S19065,corn,4.5593898443408,2.8661398443408,190185.416007593,322031.455654856,322031.455654856
S19067,corn,4.623270251112,0.744060251112,151078.424549193,265421.026605198,488933.470062208
S19069,corn,4.68190786157101,4.337692861571,212426.858589054,73120.5111292312,73120.5111292312
S19071,corn,4.31366431260522,0.028974312605217,120167.035748181,196976.896390224,362852.177560938
S19073,corn,4.74904394980308,0.61556394980308,184704.112622588,333323.820450538,614017.563987832
S19075,corn,4.84136031905686,0.14504031905686,169156.184751661,311199.495420302,573262.228405819
S19077,corn,4.49892711507867,2.75534711507867,120325.150268902,205706.950844858,209796.525505853
S19079,corn,4.69990795914822,1.05450795914822,208236.82378994,371903.684096872,685085.733862659
S19081,corn,4.78941800522571,3.23491800522571,199777.696931351,310554.429879785,310554.429879785
S19083,corn,4.65719344299364,1.83818344299364,197722.208161974,349915.617126744,557380.882030686
S19085,corn,4.59206671017719,1.60582671017719,180909.364125277,315684.190052423,540238.779525467
S19087,corn,4.65025417812987,1.17516417812987,88754.9509648845,156838.570990583,288913.157087916
S19089,corn,4.54943235610986,0.45204235610986,128283.581145207,221774.640431467,408532.232373755
S19091,corn,4.89798698130431,0.89875698130431,145070.072761784,270009.504550353,497385.929434861
S19093,corn,4.74139791975237,3.25976791975237,127124.074659918,188350.842738374,188350.842738374
S19095,corn,4.81869863731506,1.20567863731506,123092.154381525,225394.718701323,415200.7976077
S19097,corn,4.58799045242992,1.57961045242992,100455.42549826,175137.642570705,302208.092960456
S19099,corn,4.89476326474485,0.71107326474485,182806.738373932,340022.368865408,626356.995278382
S19101,corn,4.39110977065237,2.12389977065237,75209.807023094,125496.717017835,170516.426580829
S19103,corn,4.64471406445038,1.33911406445038,114264.093641253,201675.136262937,371506.829958042
S19105,corn,4.85444245413231,3.66931245413231,156533.375514078,185512.399322999,185512.399322999
S19107,corn,4.5323692740158,0.3408992740158,120061.6260677,206782.177491495,380914.537484332
S19109,corn,4.87719592813652,1.86203592813652,335308.193609617,621438.227486583,1011007.85304397
S19111,corn,4.51093634671246,0,79189.0224612464,135742.323078805,250051.647776746
S19113,corn,4.85414186669233,1.37874186669233,155110.344827586,286112.495138175,527049.33314927
S19115,corn,4.63012495845702,3.61785495845702,86383.2331540652,87443.1554248656,87443.1554248656
S19117,corn,3.6185064151886,2.8252544151886,28882.2524517558,22910.9045218602,22910.9045218602
S19119,corn,4.84327475023807,3.48183475023807,170236.63397659,231766.962961088,231766.962961088
S19121,corn,4.44236990389706,1.17408990389706,71441.4109459032,120600.286073648,222158.421714616
S19123,corn,4.78942046282707,4.63835846282707,135846.725719709,20521.2780806707,20521.2780806707
S19125,corn,4.28287805001729,2.61345805001729,86725.814615628,141145.713359114,144781.809435622
S19127,corn,4.96209286965815,1.61466286965815,157034.071496362,296102.705656884,525660.561949067
S19129,corn,4.44321387102088,0.92454387102088,102379.152167036,172859.138224534,318424.728308352
S19131,corn,4.72256405605212,0.96961405605212,152554.160075925,273769.781330799,504312.755083051
S19133,corn,4.28521234860765,1.57202234860765,183755.42549826,299223.787018143,498563.382907624
S19135,corn,4.03296569053317,0.49974569053317,29409.3008541601,45070.5465044102,83024.6909291767
S19137,corn,4.49089523876862,2.20107523876862,97741.1262258779,166799.160191877,223809.58565454
S19139,corn,4.62938600281032,1.40935600281032,100850.711800063,177413.211960655,324742.317517558
S19141,corn,4.93037794999727,0.79816794999727,172661.056627649,323488.021239673,595898.986494134
S19143,corn,4.79440766308674,2.56796766308674,128757.924707371,234580.832742063,286671.793885479
S19145,corn,4.10687880928431,0.88771880928431,111022.745966466,173263.645848129,319169.873930765
S19147,corn,4.7557753823591,2.2702553823591,185705.504587156,335605.993491985,461574.745761468
S19149,corn,4.61621295799291,1.18708295799291,236934.609300854,415621.433187605,765618.429556114
S19151,corn,4.7599530511554,1.4370530511554,189210.376463145,342240.353327282,628727.159949383
S19153,corn,4.658351415814,1.033961415814,97714.7738057577,172972.106863518,318632.828432797
S19155,corn,4.78545850555118,3.88980150555118,240729.357798165,215610.934417431,215610.934417431
S19157,corn,4.90226360509601,1.16324360509601,143726.099335653,267741.625832723,493208.258112911
S19159,corn,3.61718659268858,0,50464.884530212,69365.5434152188,127778.632606982
S19161,corn,4.59030604498544,1.06869604498544,178563.998734578,311472.09306708,573764.381965673
S19163,corn,4.91164301726705,2.03418301726705,118296.013919646,220790.560480802,340392.048213224
S19165,corn,4.95819795032228,1.36827795032228,176350.39544448,332264.46430791,612066.11846194
S19167,corn,4.85584068228298,1.16607068228298,244497.753875356,451152.013198011,831069.497996335
S19169,corn,4.75473065661239,1.03306065661239,180962.068965517,326961.840857853,602298.127896045
S19171,corn,4.8292643915782,0.6998943915782,175770.642201835,322560.303318658,594190.032429107
S19173,corn,3.86432837993241,1.83845837993241,77607.8772540335,113962.882580048,157223.470292629
S19175,corn,4.13863181431575,3.08314181431575,59793.6412527681,63111.5904058842,63111.5904058842
S19177,corn,4.20458772846771,1.75777772846771,49410.7877254034,78945.7568551785,120898.809514394
S19179,corn,4.26437961427475,0.16633961427475,63140.3986080354,102316.758891289,188478.240062902
S19181,corn,4.18867720083444,0,72864.4416323948,115978.137658515,213643.937792001
S19183,corn,4.81267618497986,1.02569618497986,127861.942423284,233836.087601005,430750.687686062
S19185,corn,3.69452905320072,3.69452905320072,50833.818411895,0,0
S19187,corn,4.77084128022134,4.77084128022134,223732.046820626,0,0
S19189,corn,4.88371310572444,4.88371310572444,137322.461246441,0,0
S19191,corn,4.67502616119863,4.67502616119863,142065.89686808,0,0
S19193,corn,4.47183494228802,4.47183494228802,225497.658968681,0,0
S19195,corn,4.75161111952958,4.75161111952958,122301.581777918,0,0
S19197,corn,4.81131246709684,4.81131246709684,193558.52578298,0,0
S20001,corn,2.86556787537276,2.00036987537276,24630.7286723611,21310.4571858694,21310.4571858694
S20003,corn,2.83690526188592,2.22487126188592,40090.8151428873,24536.9419551619,24536.9419551619
S20005,corn,3.55232619522253,1.99208619522253,60505.1565960139,81674.9400343834,94402.5655273648
S20007,corn,3.48072428020149,1.32305428020149,4638.02594115786,6134.60201212517,10007.3294324581
S20009,corn,4.25275485557441,0.43806485557441,27801.803226827,44929.0163933128,82763.9775666288
S20011,corn,2.58537658710033,1.98246758710033,7062.44859221765,4258.01381828535,4258.01381828535
S20013,corn,3.74780114690973,1.60974114690973,115766.181588105,164870.078689119,247515.042206264
S20015,corn,2.8849136411583,1.2043336411583,51360.8668142993,56305.2328118289,86316.0455507751
S20017,corn,2.71307515190667,1.53240515190667,6816.49267109564,7027.58961785935,8048.0284019825
S20019,corn,2.26600177291757,1.59532277291757,1475.73552673205,989.744827333122,989.744827333122
S20021,corn,2.80025115942518,1.83865415942518,48303.9860803543,46448.9681029105,46448.9681029105
S20023,corn,4.04273752040608,0.074157520406085,43639.6077190762,67040.9222106508,123496.435651199
S20025,corn,4.25000697008543,1.54710697008543,1212.2113255299,1957.72450143305,3276.48599177475
S20027,corn,3.97934771346265,1.21993771346265,18587.2403247917,28106.7350686955,51289.8168246335
S20029,corn,3.78374048345836,0.91809048345836,18587.2403247917,26725.13160322,49230.5055848789
S20031,corn,2.86176757487123,1.93972057487123,27898.4287672677,25723.6625495729,25723.6625495729
S20033,corn,3.66359568076493,1.33914568076493,1370.32584625119,1907.72154359523,3185.25391331857
S20035,corn,2.43541603373233,1.07818603373233,9697.69060423916,8974.80625134097,13161.9966187915
S20037,corn,2.49770708777379,1.93323908777379,41478.7092692186,23413.4040637773,23413.4040637773
S20039,corn,2.15356711945082,0.080127119450824,74577.3489402088,61030.7840827089,112425.128573411
S20041,corn,2.89811485809048,0.95197485809048,10681.5142887272,11763.3770014851,20787.7222178635
S20043,corn,4.52160651026175,2.51108651026175,86804.8718759886,149149.040042825,174522.931004113
S20045,corn,3.14789869398013,2.32433369398013,26879.4685226194,22136.9894938311,22136.9894938311
S20047,corn,4.58736542512243,1.67623542512243,65169.534957292,113603.459145068,189716.988300221
S20049,corn,2.43887273794067,1.95120873794067,4058.27269851313,1979.07349724771,1979.07349724771
S20051,corn,2.6361044783435,0.2246544783435,3056.88073394495,3062.13765715542,5640.77989475998
S20053,corn,1.13978532290464,0.19231832290464,1264.91616577033,547.858494570937,1009.21301631488
S20055,corn,4.89396631593009,0.10748631593009,88807.655805125,165156.236920658,304235.173274897
S20057,corn,4.87114275702991,1.78897275702991,46169.4400506169,85461.2147295018,142302.06304081
S20059,corn,2.56348642922722,1.65786542922722,24982.0942739639,22624.3091984815,22624.3091984815
S20061,corn,3.77862895945021,1.72378895945021,6509.04776969314,9346.20503238278,13375.0517190762
S20063,corn,2.79307318615316,0.020923186153156,54786.6814299272,58148.820126893,107116.247602171
S20065,corn,2.31959090126425,0.20575090126425,27090.2878835811,23878.5864092059,43986.8697011688
S20067,corn,4.7363327720592,0.0735827720592,41320.5947484973,74369.0730859483,136995.6609478
S20069,corn,5.30351003934272,0.16834003934272,78249.1194769588,157698.096471996,290496.493501045
S20071,corn,2.58787462051538,0,50702.0563112939,49860.0145996568,91847.3953151573
S20073,corn,2.88056981428611,2.13202981428611,8889.54972055257,6654.18354782242,6654.18354782242
S20075,corn,3.2432989032712,0,12684.2982178635,15632.8087895294,28797.2793491332
S20077,corn,2.30385178677342,0.81710178677342,2002.78392913635,1753.36458679151,2977.63900664347
S20079,corn,3.58907824618426,1.32100824618426,40134.7358430876,54737.7487856954,91028.3903236317
S20081,corn,5.3437591218292,0.11369912182919,90265.8230517768,183296.349822494,337651.170725647
S20083,corn,4.37056875040542,1.58581875040541,12332.9326162607,20482.7333595241,34344.1341031319
S20085,corn,3.3785470721024,1.9603070721024,27968.7018875883,35907.5588316702,39666.3317650532
S20087,corn,3.60489029653929,2.23800029653929,38421.8285352736,52518.4132065802,52518.4132065802
S20089,corn,3.23199697182504,0.51688697182503,13176.2100601076,16182.4789854713,29809.8297100787
S20091,corn,2.9329453413757,1.8968253413757,11753.1793736159,12177.704212591,12177.704212591
S20093,corn,4.87946502852239,0.090445028522394,45088.9908256881,83603.8584840186,154007.107733718
S20095,corn,4.14477298049949,1.57848298049949,8749.00347991142,13779.8006273365,22452.4801404619
S20097,corn,4.59638620529157,1.68574620529157,28302.499209111,49433.9024372128,82378.386298007
S20099,corn,2.39537447859565,1.79126647859565,31552.6310239376,19061.1968226089,19061.1968226089
S20101,corn,3.35861159588471,0.038601595884712,9065.232521354,11569.7061249321,21312.6165459275
S20103,corn,2.85834911782787,1.84442911782787,17866.9408415058,18115.6486580196,18115.6486580196
S20105,corn,2.44502335397287,0.80750335397287,1089.23336496889,1012.01638580465,1783.64141980386
S20107,corn,2.60297652071899,2.06179452071899,11032.8798903301,5970.7960048086,5970.7960048086
S20109,corn,2.46049552987971,0,48312.7702203944,45171.8749620867,83211.3486143702
S20111,corn,2.86373292006793,1.91003592006793,22452.2619424233,21412.6548577033,21412.6548577033
S20113,corn,4.11496488228027,0.62975488228027,24955.7418538437,39022.9605091311,71884.4009378731
S20115,corn,2.61121914369765,1.22719914369765,20396.7731730465,20238.9689400648,28229.5420069598
S20117,corn,3.3477389389111,0.7908589389111,73075.2609933565,92962.0207454495,171245.827688986
S20119,corn,5.69824183028383,2.11670183028383,75192.2387430138,162816.152844889,269304.010747654
S20121,corn,3.152701721596,2.307362721596,17260.8351787409,14591.2571491617,14591.2571491617
S20123,corn,3.24176837705993,0.79423837705993,8397.63787830855,10344.8148280425,19056.2378411309
S20125,corn,2.45225160920226,1.75083660920226,31447.2213434567,22057.5527586207,22057.5527586207
S20127,corn,2.84925508926327,1.36155508926327,13738.3950226722,14874.79293593,20438.6102752294
S20129,corn,3.65217554434286,0.75473554434286,23963.1340293156,33256.6773857172,61262.3004473737
S20131,corn,3.40765512522183,1.16534512522183,87094.748497311,112779.769116772,195293.425503005
S20133,corn,2.5404237700989,1.7965637700989,25368.5964357271,18870.68414468,18870.68414468
S20135,corn,2.23602403048237,0.093584030482366,6043.48834756933,5135.08636577998,9459.36962117364
S20137,corn,2.36486437521767,0.43275437521767,74208.4150585258,66687.2781030441,122844.985979292
S20139,corn,2.69210795704539,2.22438495704539,29541.0629547612,13817.0345883898,13817.0345883898
S20141,corn,3.16488008939374,0.47183008939374,9012.52768111357,10838.9563769652,19966.4985891464
S20143,corn,3.11792513951601,1.03652513951601,3188.64283454603,3777.94086881209,6636.84119582411
S20145,corn,4.3859200579311,1.5970000579311,38527.2382157545,64211.4070095235,107449.385204682
S20147,corn,2.78018223861446,0.60112223861446,32852.6837498682,34707.8501838366,63935.5134965411
S20149,corn,3.9425304855264,1.7385604855264,31227.6178424549,46784.0174270137,68824.7328962354
S20151,corn,4.36066740187204,1.59490740187204,64458.0196140462,106810.394269676,178275.412327744
S20153,corn,2.83245247687683,0.043172476876826,47926.2680586312,51584.5731346505,95024.2136690929
S20155,corn,3.95440689251686,1.44835689251686,32922.9568701888,49472.4916764137,82506.5760645365
S20157,corn,4.18368929971918,0.74894929971918,61506.5485605821,97783.2298487149,180127.002352896
S20159,corn,3.35802930217425,0.34589930217425,30832.3315406517,39343.6316517867,72475.1109375018
S20161,corn,3.54147582473943,1.40145582473943,11384.2454919329,15320.4714731801,24362.5130376463
S20163,corn,2.46696561225473,0.34605561225473,5938.07866708847,5566.63363233685,10254.3251121995
S20165,corn,3.65357027149461,0.36523027149461,5516.43994516503,7658.78637549332,14108.2906916982
S20169,corn,3.20738817056757,0.85618817056757,2925.11863334388,3565.1565427957,6567.39363146576
S20171,corn,3.55428982292229,0.008539822922294,50526.3735104925,68242.4425598553,125709.76261026
S20173,corn,3.66792108392428,1.35175108392428,34389.9082568807,47932.9984364611,79652.8738073394
S20175,corn,5.28222466926873,0.82093466926873,64124.2222925235,128713.048578671,237102.984223867
S20177,corn,3.57485098957991,2.02318098957991,33555.4149530739,45583.1311732891,52066.9307202362
S20179,corn,3.52761100523731,0.081141005237312,128072.761784245,171680.535897672,316253.618758869
S20181,corn,3.8860688687702,0.061968868770195,106648.244226511,157488.120283105,290109.69525835
S20183,corn,3.03062391378621,0.55579391378621,23611.7684277127,27192.1882166472,50090.8730306659
S20185,corn,3.90771860283016,1.41198860283016,67356.7858272698,100020.318701546,168104.351092692
S20187,corn,4.63798450167962,0.065774501679625,65670.2309395761,115739.455061401,213204.259323633
S20189,corn,4.56587057004455,0.84925057004455,121010.313192028,209956.622516634,386762.199372748
S20191,corn,2.51177680086151,0.89289680086151,17234.4827586207,16449.8861078214,27900.5594482759
S20193,corn,3.40901982782124,0.027529827821241,149655.393862702,193867.717906972,357124.743512843
S20195,corn,2.25185396144913,0.10091396144913,13176.2100601076,11274.9423118809,20769.6305745174
S20197,corn,3.30877830511181,1.89897830511181,19289.9715279975,24253.9709332638,27195.0018601708
S20199,corn,3.75036732651836,0.05658732651836,55164.3994516503,78616.9692903812,144820.732903334
S20201,corn,3.07261683654973,1.04210683654973,41715.8810503005,48707.2290173305,84704.5136314458
S20203,corn,4.02278417684525,0.030884176845255,43929.4843403986,67153.1571105802,123703.184151069
S20205,corn,2.7443997882188,1.6819697882188,32536.4547084256,33931.3549762536,34567.7055758726
S20207,corn,2.74767115892673,2.02297015892673,13966.782663714,10121.7413631762,10121.7413631762
S20209,corn,2.98515203617883,2.08515503617883,1791.96456817463,1612.76273546346,1612.76273546346
S21001,corn,3.02208952349518,2.71389552349518,3794.74849731098,1169.51871838026,1169.51871838026
S21003,corn,3.47497491304238,3.26531091304238,2661.59443214173,558.040535020563,558.040535020563
S21007,corn,4.32445004567657,2.57354004567657,28460.6137298323,46769.0708907035,49831.9731857007
S21009,corn,3.91192809229602,3.36566109229602,11357.8930718127,6204.44217465992,6204.44217465992
S21011,corn,3.34273174532538,2.82220874532538,1791.96456817463,932.758772919962,932.758772919962
S21015,corn,3.64599281863513,3.44732681863513,1950.07908889592,387.414412274597,387.414412274597
S21017,corn,3.4785393504757,3.2323843504757,2477.12749130022,609.757317621006,609.757317621006
S21021,corn,3.67666200280881,3.42658200280881,1423.03068649162,355.871514077823,355.871514077823
S21023,corn,3.39221822293049,3.29209722293049,1054.0968048086,105.537226194242,105.537226194242
S21027,corn,3.68349349790296,3.42047149790296,14915.4697880418,3923.09669459032,3923.09669459032
S21029,corn,2.86003274509306,2.28116474509306,2503.47991142044,1449.18440936413,1449.18440936413
S21031,corn,4.40386815616097,4.40386815616097,15811.4520721291,0,0
S21033,corn,3.77497893129676,3.10858393129676,24744.922492882,16489.8926246441,16489.8926246441
S21035,corn,3.05879195258322,2.47108995258321,36339.9873457766,21357.0832430876,21357.0832430876
S21037,corn,4.28776383378414,4.08263383378414,474.343562163872,97.3020949066751,97.3020949066751
S21039,corn,4.23060006772145,2.86595006772145,23769.882948434,32437.5707655805,32437.5707655805
S21041,corn,3.32708763305022,2.93269463305022,922.334704207529,363.76235099652,363.76235099652
S21043,corn,2.7596999942856,2.3066919942856,685.162923125593,310.384285479279,310.384285479279
S21045,corn,3.59481553196896,3.22431453196896,4585.32110091743,1698.86605321101,1698.86605321101
S21047,corn,3.72668984720959,2.92313284720959,81824.264473268,65750.4604873458,65750.4604873458
S21049,corn,3.33753155339718,2.96046455339718,1739.2597279342,655.817447832964,655.817447832964
S21051,corn,3.56339477325683,2.80836077325683,685.162923125593,517.321302499209,517.321302499209
S21053,corn,3.98368191308247,3.61149091308247,1027.74438468839,382.517210281556,382.517210281556
S21055,corn,3.82893736117235,3.18849536117235,10804.4922492882,6919.65062511863,6919.65062511863
S21057,corn,2.78840337924886,2.31672437924886,1475.73552673205,696.073457513445,696.073457513445
S21059,corn,4.34537807146817,2.05300807146817,68542.6447326795,113180.608045091,157125.102505853
S21061,corn,2.75448119701956,2.75448119701956,1967.64736897606,0,0
S21065,corn,2.97836759973297,2.78598559973297,632.458082885163,121.673550901613,121.673550901613
S21067,corn,3.52426993437158,3.08017893437158,2556.18475166087,1135.17864254983,1135.17864254983
S21069,corn,3.12715186876662,2.89438386876662,2266.3081303385,527.524010882632,527.524010882632
S21073,corn,3.46515091472349,3.24765191472349,843.277443846884,183.412000759253,183.412000759253
S21075,corn,4.28720236318172,2.65584236318172,22926.6055045872,37350.5789736204,37401.5471559633
S21077,corn,4.13025848570768,3.54287748570768,895.982284087314,526.282970009491,526.282970009491
S21079,corn,3.34620204529769,3.17360704529769,808.140883686597,139.481075819888,139.481075819888
S21081,corn,3.07909038696767,2.97874238696767,342.581461562797,34.3773645049035,34.3773645049035
S21083,corn,3.76466631438558,2.99000631438558,62428.8832647896,48361.1587099019,48361.1587099019
S21085,corn,3.33074646011751,2.91502346011751,8248.30749762733,3429.01113783613,3429.01113783613
S21087,corn,3.39747068985632,2.87906168985632,4084.62511863334,2117.50642312559,2117.50642312559
S21089,corn,2.84946330726161,2.26608030726161,948.687124327744,553.447940651692,553.447940651692
S21091,corn,4.25276007473013,2.00846007473013,7273.26795317937,11753.9561543562,16323.3952673205
S21093,corn,3.67978503365899,2.986321033659,26062.5434988928,18073.4356649162,18073.4356649162
S21097,corn,3.4546070611749,3.0761210611749,2556.18475166087,967.480141917115,967.480141917115
S21099,corn,3.23828169943475,2.98798669943475,3056.88073394495,765.121963302752,765.121963302752
S21101,corn,4.07547120980081,1.84329120980081,74498.2916798482,115373.944309814,166293.596721923
S21103,corn,3.3379427313636,3.0081507313636,3083.23315406517,1016.82562834546,1016.82562834546
S21105,corn,4.15519744036709,2.81900744036709,43059.8544764315,57536.146952863,57536.146952863
S21107,corn,4.00888842479741,2.49921842479741,29567.4153748814,44637.0399689972,44637.0399689972
S21109,corn,3.14797851087949,3.05432691087949,316.229041442581,29.6153556975641,29.6153556975641
S21111,corn,2.91373691569608,2.20624591569608,1001.39196456817,708.475802404302,708.475802404302
S21113,corn,2.58826250409596,2.39474350409596,843.277443846884,163.190207655805,163.190207655805
S21121,corn,3.03662017473364,2.60665117473364,764.220183486238,328.590988073394,328.590988073394
S21123,corn,3.75129481769769,3.04631181769769,16496.6149952547,11629.8331291996,11629.8331291996
S21125,corn,2.86884741139264,2.77686471139264,553.400822524518,50.9033018380259,50.9033018380259
S21135,corn,2.97625441461049,2.42737541461049,1607.49762733312,882.321690192977,882.321690192977
S21137,corn,3.32690189942889,3.15526389942889,6930.68649161658,1189.56916804809,1189.56916804809
S21139,corn,3.73899984583464,2.87588684583464,11068.0164504904,9552.94888263208,9552.94888263208
S21141,corn,3.73929143577712,3.04767343577712,61664.6630813034,42648.3909509649,42648.3909509649
S21143,corn,3.76076631889274,3.23004831889274,6535.40018981335,3468.45451793736,3468.45451793736
S21145,corn,3.97549674742821,2.42659674742821,13676.9060423916,20661.5482848355,21184.1597690604
S21149,corn,4.19589911876509,2.50506911876509,43586.9028788358,69496.7740040226,73698.042994622
S21151,corn,3.43725533295408,3.26543933295408,1238.56374565011,212.805068522619,212.805068522619
S21155,corn,3.81574027680615,3.17027527680615,9908.50996520088,6395.59638468839,6395.59638468839
S21157,corn,2.96754137136191,2.33302837136191,9908.50996520088,6287.07838354951,6287.07838354951
S21161,corn,3.41118546460709,3.20942146460709,4901.55014236001,988.956362923126,988.956362923126
S21163,corn,4.00108952550809,3.61764652550809,12622.809237583,4840.12784248655,4840.12784248655
S21167,corn,2.79052351563819,2.60471351563819,1686.55488769377,313.378763682379,313.378763682379
S21169,corn,3.19294963246349,2.72456663246349,1844.66940841506,864.01179152167,864.01179152167
S21171,corn,3.5827043231412,3.2287053231412,2740.65169250237,970.187958494148,970.187958494148
S21173,corn,3.08653455816226,2.96883255816226,1396.6782663714,164.391825308447,164.391825308447
S21175,corn,2.36098388315962,1.98445488315962,316.229041442581,119.069404745334,119.069404745334
S21177,corn,3.63579022243145,2.34066022243145,14994.5270484024,19419.8618161974,19419.8618161974
S21179,corn,3.50659251401363,2.81797451401363,12649.1616577033,8710.4404024043,8710.4404024043
S21181,corn,2.94646631346626,2.74112031346626,825.70916376674,169.556073942845,169.556073942845
S21183,corn,4.29799653093086,2.59985653093086,27116.6403037014,44287.9458632072,46047.8515653274
S21185,corn,4.00403097949545,3.24308897949545,3241.34767478646,2466.47758234736,2466.47758234736
S21187,corn,3.45217370780089,3.05627470780089,755.436043446167,299.076374164294,299.076374164294
S21191,corn,3.56491296882513,3.44996996882513,1159.50648528947,133.277153938627,133.277153938627
S21199,corn,3.39766594884984,3.28877894884984,7088.80101233787,771.878275830433,771.878275830433
S21203,corn,2.98376035690788,2.88852535690788,1027.74438468839,97.8772364757988,97.8772364757988
S21205,corn,3.660203462542,3.170207462542,562.184962564589,275.468382916798,275.468382916798
S21207,corn,3.09859270323755,2.89751270323755,2925.11863334388,588.182854792787,588.182854792787
S21209,corn,3.30130677455595,2.89279477455595,1405.46240641147,574.148258567964,574.148258567964
S21211,corn,3.54011090853139,3.13645490853139,13360.6770009491,5393.1174354951,5393.1174354951
S21213,corn,3.5634417497723,2.9772727497723,37473.1414109459,21965.5938277128,21965.5938277128
S21215,corn,3.1430443752825,2.3565973752825,3188.64283454603,2507.69859130022,2507.69859130022
S21217,corn,4.02642123371528,3.26358323371528,8195.6026573869,6251.91713995571,6251.91713995571
S21219,corn,4.00425173367354,3.05735173367354,47618.8231572287,45090.2636475799,45090.2636475799
S21221,corn,3.75736568325487,3.22715768325487,21240.0506168934,11261.6447574818,11261.6447574818
S21223,corn,3.29122458672375,2.92305258672375,1040.9205947485,383.237817209744,383.237817209744
S21225,corn,4.3603117919347,2.2559317919347,84459.5064852895,139942.517186141,177734.896257513
S21227,corn,3.9024128878499,3.3039368878499,28355.2040493515,16969.9090986397,16969.9090986397
S21229,corn,3.38787618360514,3.08062218360514,3294.05251502689,1012.11081145207,1012.11081145207
S21231,corn,4.00895920341949,3.56726220341949,5006.95982284087,2211.55913286935,2211.55913286935
S21233,corn,3.96701258102605,2.13294258102605,38079.2470737108,57403.1238426159,69840.0046804808
S21235,corn,3.13468655376107,2.87378455376107,645.63429294527,168.447278298007,168.447278298007
S21239,corn,3.44486544975037,3.13991744975037,1317.62100601076,401.805890540968,401.805890540968
S22009,corn,3.93475258448169,2.57059258448169,7457.73489402088,10173.5436330275,10173.5436330275
S22015,corn,3.51765491455174,3.51765491455174,1423.03068649162,0,0
S22017,corn,3.97626679769566,3.97626679769566,18516.9672044712,0,0
S22021,corn,4.32686058618401,4.32686058618401,3109.58557418538,0,0
S22025,corn,3.71931357772745,3.71931357772745,25087.5039544448,0,0
S22029,corn,3.73671459225266,3.73671459225266,26642.2967415375,0,0
S22035,corn,4.20032867589973,4.20032867589973,54865.7386902879,0,0
S22037,corn,1.95934524556465,1.92632094556465,948.687124327744,31.3297281999367,31.3297281999367
S22039,corn,4.16977363472569,2.72959363472569,1212.2113255299,1745.80250680164,1745.80250680164
S22041,corn,4.53279580005853,4.53279580005853,64721.5438152483,0,0
S22043,corn,4.41750810410117,4.41750810410117,1475.73552673205,0,0
S22065,corn,3.60851086220357,3.60851086220357,84828.4403669725,0,0
S22067,corn,4.47448494453863,4.47448494453863,76738.2473900664,0,0
S22069,corn,4.37505940119577,4.37505940119577,12789.7078983444,0,0
S22073,corn,3.4625718060947,3.4625718060947,10488.2632078456,0,0
S22077,corn,4.45573154197497,2.92252154197497,11489.6551724138,17616.0542068965,17616.0542068965
S22079,corn,3.87184100771565,2.52803100771565,9697.69060423916,13031.8536108826,13031.8536108826
S22081,corn,4.07060019082162,4.07060019082162,4638.02594115786,0,0
S22083,corn,3.80770004468537,3.80770004468537,48751.977222398,0,0
S22097,corn,3.9170221005325,2.5598321005325,9030.09596119371,12255.5559375725,12255.5559375725
S22107,corn,3.73159289863931,3.73159289863931,57079.341980386,0,0
S22123,corn,4.14722182542745,4.14722182542745,20423.1255931667,0,0
S24001,corn,3.21000764409879,3.21000764409879,614.88980280502,0,0
S24003,corn,3.28709516557988,3.28709516557988,5006.95982284087,0,0
S24005,corn,3.64152590900654,3.64152590900654,21081.9360961721,0,0
S24009,corn,2.4036874302981,2.4036874302981,3724.4753769904,0,0
S24011,corn,3.60880308276162,3.60880308276162,34574.3751977222,0,0
S24013,corn,3.18367716037346,3.18367716037346,29145.7766529579,0,0
S24015,corn,3.85147158047876,3.85147158047876,20581.240113888,0,0
S24017,corn,2.12350480251432,2.12350480251432,6008.35178740905,0,0
S24019,corn,3.95165285702186,3.95165285702186,26115.2483391332,0,0
S24021,corn,3.02289861247584,3.02289861247584,29620.1202151218,0,0
S24023,corn,3.39439504745857,3.39439504745857,3285.26837498682,0,0
S24025,corn,3.96919351842538,3.96919351842538,20265.0110724454,0,0
S24027,corn,3.14915950537192,3.14915950537192,5692.12274596647,0,0
S24029,corn,3.5051006883718,3.5051006883718,46064.030370136,0,0
S24031,corn,3.15549916597617,3.15549916597617,10830.8446694084,0,0
S24033,corn,2.48978691538552,2.48978691538552,4708.29906147844,0,0
