"FIPS","CODE","CMZ","total_acres","residue","avg_res_acre","cgy","cgr","sgr","sgr","sby","sbr","wheaty","wheatr","barleyy","barleyr","oaty","oatr","ryey","ryer","coty","cotr","suny","sunr","flay","flar","safy","safr","cany","canr","poty","potr"
"KS009","KS009",24,92971.5,154496,1.66,179.4,176597000,82.5,57742900,49,0,37.7,74651300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS011","KS011",17,25622,7918.97,0.31,109.1,8728020,0,0,29.3,1270390,36.1,5839530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS013","KS013",16,171524,197948,1.15,158.1,322563000,0,0,51.1,0,47.2,73332500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS015","KS015",40,184986,361418,1.95,121.7,666048000,67.1,17858200,38.2,0,35.9,38929800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS017","KS017",24,18214.1,10199.9,0.56,114.5,11531600,63.5,1337940,28.4,0,36.1,7530170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS019","KS019",17,4686.53,1782.9,0.38,95.6,2063150,0,0,21.5,274884,29.8,1227770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS021","KS021",17,178207,92001.9,0.52,118.2,96703300,0,0,32.5,17155500,35.8,70145100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS023","KS023",5,48209.9,125598,2.61,170.6,181041000,0,0,57,0,44.8,70155000,0,0,0,0,0,0,0,0,2023.5,0,0,0,0,0,0,0,0,0
"KS025","KS025",40,28905.1,70050.2,2.42,179.3,139568000,56.4,0,37.2,0,33.9,532627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS027","KS027",24,79413.7,99443.9,1.25,167.9,75579800,96.6,66565900,49,0,44,56742000,0,0,0,0,0,0,0,0,1688,0,0,0,0,0,0,0,0,0
"KS029","KS029",24,85017,113575,1.34,159.7,94602500,91,65536600,45.6,0,45.1,67011400,0,0,0,0,0,0,0,0,1377,0,0,0,0,0,0,0,0,0
"KS031","KS031",17,95037.2,47448.7,0.5,120.8,56127600,0,0,31.8,9235360,37.2,29534500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS033","KS033",40,29773.2,63564.5,2.13,154.6,126196000,51.4,0,59.1,0,28,933272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS035","KS035",40,115927,149298,1.29,102.8,273792000,65.9,0,38.8,0,33.8,24803000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS037","KS037",17,126369,43642.2,0.35,105.4,47463200,0,0,32.1,8600130,35.2,31221100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS039","KS039",5,95381.7,147823,1.55,90.9,186296000,0,0,0,0,48.1,109350000,0,0,0,0,0,0,0,0,1426,0,0,0,0,0,0,0,0,0
"KS041","KS041",24,85149.1,85585.3,1.01,122.3,41575400,84.9,71138500,42.9,0,44.2,58456700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS043","KS043",16,118301,130191,1.1,190.8,225296000,0,0,56.8,0,47.6,35085300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS045","KS045",17,51878,22660.4,0.44,132.8,36277900,0,0,37,2258870,34.3,6784040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS047","KS047",40,142385,338263,2.38,193.6,652329000,65.3,0,60.1,0,37.8,24196100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS049","KS049",17,14350.3,3409.6,0.24,102.9,4132250,0,0,31.9,518895,26.6,2168050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS051","KS051",24,11845.7,13710.5,1.16,111.2,12220900,71.6,5355480,38.6,0,37.2,9844560,0,0,0,0,0,0,0,0,1016.8,0,0,0,0,0,0,0,0,0
"KS053","KS053",24,9175.24,8258.54,0.9,48.1,2255120,82.9,8331970,31.9,0,36.6,5929980,0,0,0,0,0,0,0,0,894,0,0,0,0,0,0,0,0,0
"KS055","KS055",5,100992,307233,3.04,206.5,474833000,0,0,55.3,0,46.8,139633000,0,0,0,0,0,0,0,0,1420,0,0,0,0,0,0,0,0,0
"KS057","KS057",40,174503,444636,2.55,205.5,877517000,76.7,0,61.2,0,40.6,11756100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS059","KS059",17,68102.4,33465.2,0.49,108.2,43073100,0,0,35.7,3899780,34.4,19957500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS061","KS061",24,22526.5,23426.5,1.04,159.4,24540500,91.2,8453750,41.4,0,41.7,13858800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS063","KS063",5,53465.1,109847,2.05,117.9,144136000,0,0,44.2,0,41.2,75558400,0,0,0,0,0,0,0,0,1210,0,0,0,0,0,0,0,0,0
"KS065","KS065",24,45489.7,54519.2,1.2,97.9,47231600,75.4,23817000,29,0,37.2,37989700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS067","KS067",5,61473.6,169224,2.75,199.8,275549000,0,0,0,0,39.5,62898800,0,0,0,0,0,0,0,0,1788,0,0,0,0,0,0,0,0,0
"KS069","KS069",5,91478.6,287457,3.14,223.8,462188000,0,0,59.2,0,43.8,112727000,0,0,0,0,0,0,0,0,1834,0,0,0,0,0,0,0,0,0
"KS071","KS071",5,46875.1,96532.7,2.06,109.2,121245000,0,0,41.3,0,40.1,71820700,0,0,0,0,0,0,0,0,1406,0,0,0,0,0,0,0,0,0
"KS073","KS073",17,25556,9819.92,0.38,121.5,13096900,0,0,32.8,1179810,31,5363120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS075","KS075",5,27905.5,52009.5,1.86,136.8,82301400,0,0,0,0,33.1,21717600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS077","KS077",40,33349.6,45870.7,1.38,97.2,84768800,43.8,0,25.7,0,31.6,6972570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS079","KS079",40,217414,478165,2.2,151.4,889795000,75.8,0,43.2,0,42,66535400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS081","KS081",5,98644.4,320992,3.25,225.5,508325000,0,0,60.5,0,42.9,133659000,0,0,0,0,0,0,0,0,1565.7,0,0,0,0,0,0,0,0,0
"KS083","KS083",40,56450.7,129625,2.3,184.4,257367000,64.6,0,46.2,0,39.9,1882050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS085","KS085",16,51438.7,37941.7,0.74,142.6,61410600,0,0,47.1,0,36.1,14472800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS087","KS087",16,62989,44249.1,0.7,152.1,76423600,0,0,45.5,0,36.9,12074500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS089","KS089",24,80915.2,110272,1.36,136.4,66457800,101.6,85176500,48.1,0,47.2,68909400,0,0,0,0,0,0,0,0,1385,0,0,0,0,0,0,0,0,0
"KS091","KS091",16,29263.3,15626.1,0.53,123.8,23549300,0,0,32.4,0,35.7,7702960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS093","KS093",5,63273.5,179401,2.84,205.9,293972000,0,0,0,0,38.9,64830800,0,0,0,0,0,0,0,0,1374,0,0,0,0,0,0,0,0,0
"KS095","KS095",40,62307.3,151091,2.42,174.9,288971000,56.8,0,38.7,0,34.6,13211100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS097","KS097",40,71777.7,171468,2.39,193.9,333323000,69.2,0,60.8,0,37,9613600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS099","KS099",17,118214,35895.1,0.3,101.1,39902200,0,0,25.4,5551360,31.6,26336700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS101","KS101",5,21021.8,41217.9,1.96,141.7,63714400,0,0,42.4,0,41.9,18721500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS103","KS103",16,36338.8,18896,0.52,120.6,31309900,0,0,38.5,0,34.3,6482210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS105","KS105",24,13848.8,12692.8,0.92,103.2,3567260,84.8,12767600,32.6,0,41.1,9050730,0,0,0,0,0,0,0,0,1260,0,0,0,0,0,0,0,0,0
"KS107","KS107",17,39413.3,10861.8,0.28,109.8,12267400,0,0,33,1742920,30.3,7713240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS109","KS109",5,55618.7,100653,1.81,103.8,131125000,0,0,25.7,0,40.7,70180400,0,0,0,0,0,0,0,0,1054.5,0,0,0,0,0,0,0,0,0
"KS111","KS111",17,76482,37177.1,0.49,120.8,46463400,0,0,32.7,6218220,33.3,21672600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS113","KS113",24,114551,158770,1.39,173.6,133282000,75.6,91878800,41.1,0,45.6,92378300,0,0,0,0,0,0,0,0,1164.7,0,0,0,0,0,0,0,0,0
"KS115","KS115",24,103873,83029.7,0.8,110.2,43356300,73,62908900,36.4,0,40.4,59794200,0,0,0,0,0,0,0,0,1387,0,0,0,0,0,0,0,0,0
"KS117","KS117",24,160653,225916,1.41,141.3,245784000,104.9,83310700,46.1,0,41.7,122738000,0,0,0,0,0,0,0,0,916.5,0,0,0,0,0,0,0,0,0
"KS119","KS119",40,99193.4,225744,2.28,240.4,440587000,66.4,0,71.7,0,36.9,10900600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS121","KS121",17,42199.1,18788.1,0.45,133,26612000,0,0,36.6,2287880,32.6,8676360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS123","KS123",24,53923.5,63846.3,1.18,136.8,40631100,89.6,42704300,42.3,0,47.4,44357200,0,0,0,0,0,0,0,0,1208.3,0,0,0,0,0,0,0,0,0
"KS125","KS125",17,117347,50700.3,0.43,103.5,51403000,0,0,28.1,10165200,32.1,39832400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS127","KS127",24,68622.9,47720.3,0.7,120.2,42943900,69.9,20688700,32.5,0,35.1,31807900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS129","KS129",15,69155.5,119263,1.72,154.1,104148000,39.4,8925800,0,0,34.6,125453000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS131","KS131",16,144251,174579,1.21,143.8,268516000,0,0,50.1,0,42.9,80642000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS133","KS133",17,89934.6,34728.5,0.39,107.2,39428900,0,0,26.8,5449100,31.4,24578900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS135","KS135",24,3699.2,4444.25,1.2,94.3,3680370,71.4,1945870,30.2,0,39.1,3262260,0,0,0,0,0,0,0,0,1842,0,0,0,0,0,0,0,0,0
"KS137","KS137",24,89226.9,96812.4,1.09,99.8,85086700,61.8,28914500,37.1,0,39.5,79623500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS139","KS139",17,75110.5,18703.1,0.25,113.6,25985700,0,0,33.1,2471240,31.6,8949250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS141","KS141",24,51129.9,65831.2,1.29,133.5,53949600,88.5,34610900,41.7,0,43.4,43102000,0,0,0,0,0,0,0,0,1146.5,0,0,0,0,0,0,0,0,0
"KS143","KS143",24,40298.3,36280.2,0.9,131.6,13273700,75.5,30890500,39.2,0,42.6,28396300,0,0,0,0,0,0,0,0,1294.3,0,0,0,0,0,0,0,0,0
"KS145","KS145",40,155738,383100,2.46,185.1,745432000,89,0,57.3,0,40.2,20767400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS147","KS147",24,65449,82328.3,1.26,117.3,70986100,86,35461100,44.6,0,43.6,58209600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS149","KS149",24,37455,38171.5,1.02,166.4,50799300,87,9669570,50.3,0,38.4,15874100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS151","KS151",40,143029,317706,2.22,184,614317000,63.6,0,56.5,0,39.2,21095900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS153","KS153",5,57072.6,111712,1.96,119.5,153333000,0,0,45.8,0,43.1,70092100,0,0,0,0,0,0,0,0,1407,0,0,0,0,0,0,0,0,0
"KS155","KS155",40,221639,521000,2.35,166.9,988142000,69.2,0,41.2,0,35.3,53858400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS157","KS157",24,154319,264747,1.72,176.5,303859000,100.6,97427200,50.7,0,43.8,128207000,0,0,0,0,0,0,0,0,1268,0,0,0,0,0,0,0,0,0
"KS159","KS159",24,102210,150329,1.47,141.7,138724000,86.4,78401400,40.4,0,42.2,83532200,0,0,0,0,0,0,0,0,1162.5,0,0,0,0,0,0,0,0,0
"KS161","KS161",24,58450.4,57363.3,0.98,149.4,52578300,91.6,27620800,49.8,0,42.2,34527400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS163","KS163",24,34795.3,39956.5,1.15,104.1,28590900,86.8,24154900,42.2,0,38.2,27167100,0,0,0,0,0,0,0,0,1413.7,0,0,0,0,0,0,0,0,0
"KS165","KS165",24,15914.2,23587.7,1.48,154.2,25518000,74.2,9126110,41.3,0,38.5,12531200,0,0,0,0,0,0,0,0,1189,0,0,0,0,0,0,0,0,0
"KS167","KS167",24,46023.3,35674.1,0.78,0,0,76.1,36692900,23.5,0,37.8,34655300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS169","KS169",24,44457,46489.9,1.05,135.3,14367700,84.4,46860100,41.5,0,42.3,31752000,0,0,0,0,0,0,0,0,1321,0,0,0,0,0,0,0,0,0
"KS171","KS171",5,47881.3,125321,2.62,150,165494000,0,0,49.2,0,49.5,85147900,0,0,0,0,0,0,0,0,1231,0,0,0,0,0,0,0,0,0
"KS173","KS173",40,203987,452108,2.22,154.8,854376000,69,0,41.4,0,36.2,49839500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS175","KS175",15,77526.2,148222,1.91,222.9,145917000,68.5,18345100,0,0,40.8,132183000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS177","KS177",24,28398.3,20920.1,0.74,150.8,30039700,73.7,4140380,43.9,0,34.9,7660130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS179","KS179",5,115839,256103,2.21,148.8,324209000,0,0,63.9,0,43.1,187997000,0,0,0,0,0,0,0,0,1769.5,0,0,0,0,0,0,0,0,0
"KS181","KS181",5,130866,319446,2.44,164,465137000,0,0,62.3,0,42.2,173755000,0,0,0,0,0,0,0,0,1575.8,0,0,0,0,0,0,0,0,0
"KS183","KS183",24,80473.1,113175,1.41,127.9,93419300,105.2,64118100,47.2,0,45.8,68813100,0,0,0,0,0,0,0,0,1814,0,0,0,0,0,0,0,0,0
"KS185","KS185",40,150874,320705,2.13,164.9,611429000,69.8,0,54.6,0,36.3,29980600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS187","KS187",5,83637.6,236617,2.83,195.7,377988000,0,0,0,0,42,95247000,0,0,0,0,0,0,0,0,1570,0,0,0,0,0,0,0,0,0
"KS189","KS189",15,114740,216685,1.89,192.7,191002000,54.1,21421400,0,0,46.6,220948000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS191","KS191",40,186082,281666,1.51,106,514992000,57.5,0,32.8,0,34.3,48340500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS193","KS193",5,159199,364508,2.29,143.8,523642000,0,0,55.4,0,40.2,205374000,0,0,0,0,0,0,0,0,1614,0,0,0,0,0,0,0,0,0
"KS195","KS195",24,14210.4,15888.2,1.12,95,12154000,72.7,5952870,37.7,0,37.5,13669600,0,0,0,0,0,0,0,0,1447,0,0,0,0,0,0,0,0,0
"KS197","KS197",24,26374,17799.2,0.67,139.6,21986200,76.2,4772310,42.3,0,35.1,8839950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS199","KS199",5,74030.6,171256,2.31,158.2,266090000,0,0,0,0,39.9,76422400,0,0,0,0,0,0,0,0,1412,0,0,0,0,0,0,0,0,0
"KS201","KS201",24,191300,220988,1.16,129.6,169409000,100,127892000,45.3,0,45.7,144675000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS203","KS203",5,82405.3,196256,2.38,169.7,293879000,0,0,44.7,0,45.3,98633800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS205","KS205",17,110848,65309.4,0.59,115.8,74326000,0,0,29.2,10628300,36.7,45664500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS207","KS207",17,52194.5,20193.1,0.39,115.9,22985200,0,0,27.1,3650040,28.9,13751000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KS209","KS209",16,2255.08,983.33,0.44,126,1659380,0,0,33.5,0,31.9,307270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY001","KY001",63,3819.87,550.59,0.14,127.5,892977,0,0,45.4,0,67.6,208198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY003","KY003",63,3609.05,289.02,0.08,146.6,561653,0,0,32.2,0,62.5,16392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY005","KY005",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY007","KY007",63,62021.1,46615.9,0.75,182.5,90472900,0,0,44.2,0,57.4,2758970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY009","KY009",63,13565.1,2832.95,0.21,165.1,4569950,0,0,47,0,75.5,1095950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY011","KY011",62,4882.29,1461.11,0.3,141,1694230,0,0,42.6,0,48,1227980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY013","KY013",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY015","KY015",62,4058.02,455.28,0.11,153.8,537460,0,0,42.5,0,49.1,373094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY017","KY017",62,6529.4,1042.42,0.16,146.8,1071490,0,0,36.8,0,63.5,1013340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY019","KY019",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY021","KY021",62,3191.03,491.9,0.15,155.1,532009,0,0,38.5,0,60,451795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY023","KY023",62,1937.71,115.81,0.06,143.1,129337,0,0,48.6,0,52.4,102275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY025","KY025",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY027","KY027",63,22027.6,2808.19,0.13,155.4,5241730,0,0,45.8,0,57,374659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY029","KY029",63,5466.88,1671.82,0.31,120.7,2711600,0,0,35.4,0,60.2,632046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY033","KY033",63,44107.1,12406.4,0.28,159.3,17217800,0,0,40.5,0,81.5,7594920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY035","KY035",63,76494,20880.4,0.27,129.1,37610600,0,0,35.5,0,56.3,4150230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY037","KY037",62,474.34,32.43,0.07,180.9,64867.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY039","KY039",63,42735.6,27234.1,0.64,178.5,52958400,0,0,45.1,0,61,1509820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY041","KY041",62,3176.51,417.6,0.13,140.4,835195,0,0,46.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY043","KY043",62,685.16,103.46,0.15,116.4,206922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY045","KY045",62,7358.67,1675.87,0.23,151.7,1817600,0,0,43.8,0,65.2,1534150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY047","KY047",63,182761,67300.6,0.37,157.2,83568500,0,0,39.4,0,76.1,51032700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY049","KY049",62,4296.73,1011.34,0.24,140.8,1080100,0,0,41.4,0,60,942568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY051","KY051",62,685.16,172.44,0.25,150.4,344880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY053","KY053",63,1281.05,175.55,0.14,168.1,265406,0,0,44.7,0,70.9,85702.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY055","KY055",63,17768.5,5643.87,0.32,161.6,10912100,0,0,46,0,68.2,375656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY057","KY057",63,3689.35,696.08,0.19,117.7,1392150,0,0,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY059","KY059",63,105585,119940,1.14,183.4,223103000,0,0,48.6,0,73.6,16778100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY063","KY063",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY065","KY065",62,1330.76,85.34,0.06,125.7,170676,0,0,41.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY067","KY067",62,5992.63,1672.86,0.28,148.7,1774180,0,0,43.1,0,57.1,1571550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY069","KY069",62,7048.43,1021.26,0.14,131.9,1093770,0,0,41.5,0,55.4,948750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY071","KY071",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY073","KY073",62,1566.09,113.54,0.07,146.2,227082,0,0,42.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY075","KY075",63,65377.3,44137.1,0.68,180.9,82113700,0,0,44.4,0,61.8,6160470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY077","KY077",62,2712.21,846.98,0.31,174.3,1062070,0,0,50,0,50.2,631884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY079","KY079",62,1104.48,113.51,0.1,141.2,127085,0,0,0,0,55.3,99933.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY081","KY081",62,342.58,11.46,0.03,129.9,22918.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY083","KY083",63,110806,40388.1,0.36,158.8,78336200,0,0,39.5,0,60.8,2440120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY085","KY085",63,11508.1,2512.83,0.22,140.5,4970990,0,0,44,0,48.1,54669.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY087","KY087",63,3850.22,879.89,0.23,143.4,1531720,0,0,49.2,0,59.1,228065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY089","KY089",62,1928.77,375.07,0.19,120.2,750141,0,0,42.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY091","KY091",63,12607.4,13815.9,1.1,179.4,25081300,0,0,48.2,0,78.3,2550450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY093","KY093",63,35693.6,13261.8,0.37,155.3,24878500,0,0,44.5,0,70.7,1645130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY095","KY095",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY097","KY097",62,4812.29,1135.06,0.24,145.8,1214260,0,0,43.2,0,59.3,1055870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY099","KY099",63,2767.5,262.52,0.09,136.6,390302,0,0,42.6,0,84,134728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY101","KY101",63,94723.5,110957,1.17,172,213992000,0,0,50.6,0,68.1,7922170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY103","KY103",63,4219.21,770.04,0.18,140.8,1471710,0,0,39,0,51.6,68369.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY105","KY105",63,91437.3,53675.1,0.59,175.3,103801000,0,0,41.9,0,58.7,3548740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY107","KY107",63,43717.6,33971.1,0.78,169.2,66112900,0,0,48.1,0,68.1,1829290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY109","KY109",62,316.23,9.87,0.03,132.8,19743.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY111","KY111",63,2503.47,708.48,0.28,122.9,1416950,0,0,51.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY113","KY113",62,2260.6,313.08,0.14,109.2,291646,0,0,43.7,0,53.8,334517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY115","KY115",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY117","KY117",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY119","KY119",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY121","KY121",62,764.22,109.53,0.14,128.1,219060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY123","KY123",63,22225.8,8407.21,0.38,158.3,15867900,0,0,47.1,0,68.2,946546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY125","KY125",62,553.4,16.97,0.03,121.1,33935.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KY127","KY127",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
