"CODE","FIPS","cgy","cga","Sby","Sba","GSY","Gsa","Wwy","Wwa","SWY","SWA","Bry","Bra","oty","ota","ctuy","ctua","cany","cana","suny","suna","ricey","ricea"
"TX63","48063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX65","48065",224.67,19421.73,38.42,637.05,50.84,31378.38,32.8,57983.8,0,0,0,0,0,0,904.41,29491.01,0,0,0,0,0,0
"TX67","48067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX69","48069",242.91,102300.09,0,0,57.53,23497.3,48.78,68084.04,0,0,0,0,43.18,402.41,1196.51,38512.17,0,0,0,0,0,0
"TX71","48071",0,0,33.52,588.05,71.99,389.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5430.19,9885.37
"TX73","48073",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX75","48075",0,0,0,0,34.02,3113.51,28.64,24941.92,0,0,0,0,0,0,584.05,22684.13,0,0,0,0,0,0
"TX77","48077",0,0,0,0,0,0,27.57,17237.09,0,0,0,0,29.15,301.81,0,0,0,0,0,0,0,0
"TX79","48079",0,0,0,0,38.25,38189.19,23.79,8659.7,0,0,0,0,0,0,709.45,85750.26,0,0,1872.5,1300,0,0
"TX81","48081",0,0,0,0,44.38,1362.16,18.58,3523.15,0,0,0,0,29.76,553.32,1092.58,295.24,0,0,0,0,0,0
"TX83","48083",0,0,0,0,37.46,4767.57,19.22,18990.43,0,0,0,0,30.63,2984.57,251.53,2919.58,0,0,0,0,0,0
"TX85","48085",74.88,27757.88,5.59,392.03,52.36,9802.7,40.27,24793.75,0,0,0,0,62.06,729.38,341.43,787.3,0,0,0,0,0,0
"TX87","48087",0,0,0,0,46.25,7345.95,25.2,19089.21,0,0,0,0,0,0,814.51,44154.5,0,0,0,0,0,0
"TX89","48089",97.47,10936.25,15.64,1274.1,0,0,0,0,0,0,0,0,0,0,1101.52,3100,0,0,0,0,8031.65,30229.18
"TX91","48091",66.41,1264.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX93","48093",188.94,1159.51,0,0,55.23,1848.65,50.18,1382.92,0,0,0,0,54.85,1559.36,0,0,0,0,0,0,0,0
"TX95","48095",0,0,0,0,25.83,10727.03,20.72,22694.68,0,0,0,0,27.31,1810.87,574.87,17419.05,0,0,0,0,0,0
"TX97","48097",85.88,2002.78,22.35,637.05,46.03,7005.41,39.98,10100.24,0,0,0,0,71.15,2791.75,0,0,0,0,0,0,0,0
"TX99","48099",58.18,7220.56,0,0,41.62,3729.73,29.8,6667.64,0,0,0,0,52.66,4728.37,0,0,0,0,0,0,0,0
"TX101","48101",0,0,0,0,20.71,972.97,20.61,8725.56,0,0,0,0,29.15,301.81,549.04,13285.71,0,0,0,0,0,0
"TX103","48103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX105","48105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX107","48107",203.82,2424.42,0,0,38.34,10475.68,25.4,11705.42,0,0,0,0,23.75,100.6,759.73,184884.66,0,0,1210,2000,0,0
"TX109","48109",0,0,0,0,0,0,26.18,889.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX111","48111",221.43,132631.73,56.98,1470.12,50.49,11627.03,44.12,86037.29,0,0,0,0,51.32,1031.19,801.23,1476.19,0,0,1429.25,3825,0,0
"TX113","48113",88.69,2687.95,22.67,4671.7,63.11,3697.3,42.21,4049.98,0,0,0,0,0,0,353.95,1673.02,0,0,0,0,0,0
"TX115","48115",0,0,0,0,38.05,44610.81,43.98,6692.34,0,0,0,0,0,0,729.6,171467.72,0,0,843,3900,0,0
"TX117","48117",214.52,26615.94,56.98,1470.12,48.2,45535.14,35.41,100557.93,0,0,0,0,40.32,1182.09,1012.45,14958.73,0,0,0,0,0,0
"TX119","48119",74.43,7536.79,21.54,7350.58,85.8,4670.27,46.38,9137.14,0,0,0,0,0,0,117.22,1377.78,0,0,0,0,0,0
"TX121","48121",30.92,3267.7,0,0,34.11,9972.97,24.12,15459.05,0,0,0,0,59.43,1081.49,0,0,0,0,0,0,0,0
"TX123","48123",65,6061.06,0,0,0,0,29.54,642.07,0,0,0,0,0,0,728.39,1476.19,0,0,0,0,0,0
"TX125","48125",0,0,0,0,0,0,18.74,5161.25,0,0,0,0,0,0,594.83,18501.59,0,0,0,0,0,0
"TX127","48127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX129","48129",204.28,1317.62,0,0,36.04,1070.27,32.9,6618.25,0,0,0,0,0,0,1050.46,9382.01,0,0,0,0,0,0
"TX131","48131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX133","48133",146.57,263.52,0,0,0,0,30.32,1284.14,0,0,0,0,42.07,570.09,0,0,0,0,0,0,0,0
"TX135","48135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX137","48137",0,0,0,0,0,0,16.36,395.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX139","48139",81.09,26800.41,23.1,8061.13,59.1,17683.78,37.98,22423.04,0,0,0,0,50.41,628.77,529.39,26112.17,0,0,0,0,0,0
"TX141","48141",0,0,0,0,0,0,61.64,1679.26,0,0,0,0,0,0,1394.75,4034.92,0,0,0,0,0,0
"TX143","48143",177.49,579.75,0,0,41.42,1362.16,31.64,790.24,0,0,0,0,37.07,427.57,0,0,0,0,0,0,0,0
"TX145","48145",88.96,74076.65,20.49,4214.33,51.14,3794.59,40.06,12298.1,0,0,0,0,53.12,5466.13,672.73,5757.14,0,0,0,0,0,0
"TX147","48147",87.61,15178.99,22.17,14725.66,33.87,2172.97,38.72,23312.05,0,0,0,0,53.41,1571.93,0,0,0,0,0,0,0,0
"TX149","48149",62.67,9381.46,0,0,32.21,583.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX151","48151",0,0,0,0,19.72,389.19,25.78,14421.86,0,0,0,0,0,0,712.24,47336.51,0,0,0,0,0,0
"TX153","48153",194.23,8986.18,0,0,65.28,31013.51,25.97,58181.36,0,0,0,0,39.3,251.51,1004.41,143912.17,0,0,1363.5,2050,0,0
"TX155","48155",0,0,0,0,16.76,972.97,27.33,48896.05,0,0,0,0,39.3,503.02,467.76,1377.78,0,0,0,0,0,0
"TX157","48157",91.46,14520.18,39.11,1666.13,67.97,26902.7,0,0,0,0,0,0,0,0,946.44,35034.92,0,0,0,0,8731.26,5766.47
"TX159","48159",0,0,0,0,0,0,36,296.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX161","48161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX163","48163",136.86,4848.85,0,0,48.85,6543.24,34.91,5383.5,0,0,0,0,43.83,1810.87,1270.8,3017.99,0,0,0,0,0,0
"TX165","48165",0,0,0,0,38.15,42162.16,37.91,21402.31,0,0,0,0,0,0,964.64,185868.78,0,0,0,0,0,0
"TX167","48167",0,0,0,0,82.84,1264.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX169","48169",0,0,0,0,0,0,21.82,691.46,0,0,0,0,0,0,619.47,31557.67,0,0,0,0,0,0
"TX171","48171",68.7,1159.51,0,0,52.27,1751.35,25.9,2568.28,0,0,0,0,33.25,1224.01,0,0,0,0,0,0,0,0
"TX173","48173",0,0,0,0,25.88,20886.49,28.19,7276.79,0,0,0,0,0,0,1072.94,45073.02,0,0,0,0,0,0
"TX175","48175",95.04,6851.63,0,0,0,0,0,0,0,0,0,0,11.88,100.6,819.44,984.13,0,0,0,0,0,0
"TX177","48177",67.63,5551.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX179","48179",219.22,6254.31,0,0,56.93,12421.62,30.46,30177.26,0,0,0,0,0,0,768.77,13449.74,0,0,0,0,0,0
"TX181","48181",85.06,20989.7,29.61,882.07,61.15,7467.57,46.15,23386.14,0,0,0,0,64.77,1647.38,0,0,0,0,0,0,0,0
"TX183","48183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX185","48185",76.72,2424.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX187","48187",60.1,14405.99,0,0,40.7,13102.7,24.07,6198.44,0,0,0,0,33.34,385.65,386.96,2361.9,0,0,0,0,0,0
"TX189","48189",206.72,40029.33,0,0,72.13,38797.3,43.22,36449.78,0,0,0,0,23.75,100.6,1093.47,204567.2,0,0,1523.67,3133.33,0,0
"TX191","48191",0,0,0,0,0,0,29.61,5004.85,0,0,0,0,0,0,706.53,61770.37,0,0,0,0,0,0
"TX193","48193",54.96,948.69,0,0,43.18,2578.38,31.69,1432.31,0,0,0,0,57.93,7406.94,0,0,0,0,0,0,0,0
"TX195","48195",232.68,41671.96,46.93,2254.18,55.83,21145.95,37,130512.93,0,0,0,0,0,0,908.24,5248.68,0,0,1880,3450,0,0
"TX197","48197",0,0,0,0,0,0,27.38,35807.71,0,0,0,0,0,0,908.22,4084.13,0,0,0,0,0,0
"TX199","48199",0,0,0,0,29.59,1167.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX201","48201",122.52,4110.98,30.17,294.02,71.99,1167.57,40.37,592.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX203","48203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX205","48205",251.03,114237.74,0,0,73.44,10556.76,44.6,57070.08,0,0,0,0,0,0,1246.23,10825.4,0,0,1534.33,3900,0,0
"TX207","48207",0,0,0,0,38.26,9178.38,23.43,72183.41,0,0,0,0,31.52,251.51,611.37,55143.92,0,0,0,0,0,0
"TX209","48209",29.77,3056.88,0,0,28.01,1216.22,19.32,1251.21,0,0,0,0,6.48,100.6,661.24,1869.84,0,0,0,0,0,0
"TX211","48211",0,0,0,0,0,0,26.4,7309.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX213","48213",0,0,0,0,0,0,33.82,889.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX215","48215",106.74,26115.25,0,0,56.36,114616.22,0,0,0,0,0,0,0,0,855.18,18993.65,0,0,760.67,6933.33,0,0
"TX217","48217",76.16,33652.04,0,0,54.33,32254.05,40.1,28794.34,0,0,0,0,61.85,1622.23,624.89,12564.02,0,0,0,0,0,0
"TX219","48219",0,0,0,0,45.22,38359.46,34.34,3984.12,0,0,0,0,0,0,869.34,208044.44,0,0,0,0,0,0
"TX221","48221",0,0,0,0,0,0,32.79,296.34,0,0,0,0,27.71,150.91,0,0,0,0,0,0,0,0
"TX223","48223",44.66,4110.98,20.11,2254.18,0,0,34.91,1185.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX225","48225",90.59,2266.31,0,0,0,0,49.64,691.46,0,0,0,0,0,0,624.82,2755.56,0,0,0,0,0,0
"TX227","48227",0,0,0,0,49.11,3308.11,13.71,1926.21,0,0,0,0,0,0,652.02,68790.48,0,0,0,0,0,0
"TX229","48229",0,0,0,0,0,0,27.27,395.12,0,0,0,0,0,0,1082.08,2558.73,0,0,0,0,0,0
"TX231","48231",82.03,4075.84,19.22,7154.56,45.66,5424.32,37.92,16644.41,0,0,0,0,52.84,704.23,218.65,2460.32,0,0,0,0,0,0
"TX233","48233",232.24,14572.89,0,0,48.98,4840.54,34.56,43216.2,0,0,0,0,0,0,1353.12,3198.41,0,0,0,0,0,0
"TX235","48235",0,0,0,0,0,0,20.11,691.46,0,0,0,0,0,0,273.15,787.3,0,0,0,0,0,0
"TX237","48237",0,0,0,0,0,0,23.53,345.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX239","48239",97.25,85434.55,32.95,2646.21,69.18,16491.89,0,0,0,0,0,0,0,0,813.31,16795.77,0,0,0,0,7982.34,10744.97
"TX241","48241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX243","48243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX245","48245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5667.12,16260.72
"TX247","48247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX249","48249",94.68,7853.02,0,0,40.14,35643.24,25.09,296.34,0,0,0,0,0,0,819.57,5642.33,0,0,998,11200,0,0
"TX251","48251",84.03,4427.21,0,0,46.43,6810.81,38.61,5729.23,0,0,0,0,52.93,1559.36,0,0,0,0,0,0,0,0
"TX253","48253",0,0,0,0,27.02,4183.78,24.67,61712.74,0,0,0,0,20.73,452.72,652.77,47402.12,0,0,483,1200,0,0
"TX255","48255",83.83,6798.92,0,0,48.07,2627.03,14.18,296.34,0,0,0,0,33.58,653.92,897.36,1377.78,0,0,0,0,0,0
"TX257","48257",75.73,1950.08,32.52,6321.5,55.23,4281.08,31.16,5729.23,0,0,0,0,63.02,704.23,0,0,0,0,0,0,0,0
"TX259","48259",0,0,0,0,0,0,0,0,0,0,0,0,23.21,201.21,0,0,0,0,0,0,0,0
"TX261","48261",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX263","48263",0,0,0,0,0,0,21.96,4115.83,0,0,0,0,0,0,400.84,2952.38,0,0,0,0,0,0
"TX265","48265",0,0,0,0,0,0,0,0,0,0,0,0,14.68,905.43,0,0,0,0,0,0,0,0
"TX267","48267",0,0,0,0,0,0,37.09,889.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX269","48269",0,0,0,0,0,0,26.11,4692.04,0,0,0,0,0,0,262.9,2657.14,0,0,0,0,0,0
"TX271","48271",0,0,0,0,0,0,18.55,889.02,0,0,0,0,23.75,100.6,0,0,0,0,0,0,0,0
"TX273","48273",0,0,0,0,62.66,43054.05,14.18,889.02,0,0,0,0,0,0,1164.03,34001.59,0,0,959,1000,0,0
"TX275","48275",0,0,0,0,0,0,26.52,80925.43,0,0,0,0,27.96,553.32,797.93,29474.6,0,0,0,0,0,0
"TX277","48277",107.55,21608.98,25.8,12446.98,59.1,3859.46,43.88,13730.41,0,0,0,0,61.32,628.77,506.19,2706.35,0,0,0,0,0,0
"TX279","48279",216.89,56868.52,0,0,66.4,47797.3,54.74,28374.52,0,0,0,0,23.75,100.6,980.6,133808.47,0,0,1590.67,6400,0,0
"TX281","48281",0,0,0,0,0,0,27.27,987.8,0,0,0,0,41.15,855.13,0,0,0,0,0,0,0,0
"TX283","48283",0,0,0,0,0,0,24,1481.7,0,0,0,0,46.53,352.11,0,0,0,0,0,0,0,0
"TX285","48285",60.09,3092.02,0,0,42.41,389.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6832.79,1396.85
"TX287","48287",52.67,843.28,0,0,0,0,0,0,0,0,0,0,46.42,377.26,0,0,0,0,0,0,0,0
"TX289","48289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX291","48291",75.75,2055.49,22.98,2793.22,56.76,6324.32,40.09,2667.06,0,0,0,0,0,0,0,0,0,0,0,0,8385.06,6303.71
"TX293","48293",68.7,11349.11,0,0,56.89,2529.73,30.46,2370.72,0,0,0,0,59.38,855.13,627.29,2657.14,0,0,0,0,0,0
"TX295","48295",219.25,3531.22,0,0,68.92,4183.78,32.07,17385.26,0,0,0,0,0,0,668.07,885.71,0,0,0,0,0,0
"TX297","48297",111.17,5006.96,0,0,90.01,1945.95,21.82,592.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX299","48299",0,0,0,0,0,0,16.36,592.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX301","48301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX303","48303",0,0,0,0,48.67,33202.7,29.08,7951.78,0,0,0,0,23.21,201.21,933.36,206666.67,0,0,655,2100,0,0
"TX305","48305",0,0,0,0,34.48,35124.32,25.67,5753.93,0,0,0,0,0,0,705,198564.02,0,0,800,2900,0,0
"TX307","48307",0,0,0,0,36.8,2967.57,18.85,16743.19,0,0,0,0,30.75,838.36,473.01,5642.33,0,0,0,0,0,0
"TX309","48309",79.44,56815.82,0,0,52.9,12891.89,41.82,22324.26,0,0,0,0,62.67,4539.74,629.37,6495.24,0,0,0,0,0,0
"TX311","48311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX313","48313",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX315","48315",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX317","48317",0,0,0,0,33.24,12940.54,14.01,1876.82,0,0,0,0,0,0,752.3,76466.67,0,0,0,0,0,0
"TX319","48319",0,0,0,0,0,0,33.46,740.85,0,0,0,0,47.86,150.91,0,0,0,0,0,0,0,0
"TX321","48321",105.54,13255.27,35.28,5561.94,77.31,36681.08,50.18,493.9,0,0,0,0,0,0,834.67,21322.75,0,0,0,0,7430.75,19699.11
"TX323","48323",0,0,0,0,0,0,0,0,0,0,0,0,33.47,100.6,0,0,0,0,0,0,0,0
"TX325","48325",125.06,23928,0,0,57.55,10727.03,29.37,5260.03,0,0,0,0,30.76,3445.67,1398.99,9710.05,0,0,1181,1800,0,0
"TX327","48327",0,0,0,0,0,0,29.46,296.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX329","48329",0,0,0,0,21.7,10508.11,27.69,3358.52,0,0,0,0,0,0,743.35,16631.75,0,0,0,0,0,0
"TX331","48331",81.96,44034.89,32.4,1470.12,47.48,7540.54,40.64,6717.03,0,0,0,0,60.58,1475.52,679,8233.86,0,0,0,0,0,0
"TX333","48333",0,0,0,0,0,0,26.12,1119.51,0,0,0,0,37.79,1232.39,0,0,0,0,0,0,0,0
"TX335","48335",0,0,0,0,40.35,2335.14,21.21,6593.56,0,0,0,0,0,0,630.6,35822.22,0,0,0,0,0,0
"TX337","48337",0,0,0,0,0,0,28.55,1975.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX339","48339",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX341","48341",249.7,58265.2,0,0,85.25,25479.73,39.16,66775.21,0,0,0,0,31.43,226.36,1038.56,16828.57,0,0,1169.5,9550,0,0
"TX343","48343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX345","48345",0,0,0,0,37.47,5935.14,22.91,691.46,0,0,0,0,0,0,680.29,13613.76,0,0,0,0,0,0
"TX347","48347",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX349","48349",85.91,10857.2,22.35,490.04,52.13,11845.95,33.21,6815.81,0,0,0,0,46.31,754.53,571.71,13515.34,0,0,0,0,0,0
"TX351","48351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX353","48353",0,0,0,0,35.87,4864.86,20.99,6494.78,0,0,0,0,13.93,352.11,672.57,39693.12,0,0,0,0,0,0
"TX355","48355",81.5,5973.22,0,0,58.05,125805.41,24.33,3926.5,0,0,0,0,0,0,789.09,80107.94,0,0,937,3800,0,0
"TX357","48357",242.15,21319.11,63.81,2613.54,62.38,37629.73,36.47,132389.75,0,0,0,0,0,0,894.86,7249.74,0,0,1185,2700,0,0
"TX359","48359",0,0,0,0,33.39,7248.65,23.74,14989.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX361","48361",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX363","48363",0,0,0,0,0,0,18.18,296.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX365","48365",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX367","48367",0,0,0,0,0,0,28.99,691.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX369","48369",228.44,62639.7,0,0,69.68,34370.27,41.52,76628.5,0,0,0,0,10.8,100.6,1343.41,36183.07,0,0,1696,2300,0,0
"TX371","48371",0,0,0,0,47.34,778.38,29.27,1135.97,0,0,0,0,0,0,1352,5183.07,0,0,0,0,0,0
"TX373","48373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX375","48375",0,0,0,0,55.69,1654.05,27.47,5260.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX377","48377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX379","48379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX381","48381",0,0,0,0,53.05,9664.86,30.59,40647.93,0,0,0,0,0,0,883.51,1541.8,0,0,0,0,0,0
"TX383","48383",0,0,0,0,32.54,3794.59,23.95,5301.19,0,0,0,0,0,0,1002.64,15188.36,0,0,0,0,0,0
"TX385","48385",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX387","48387",105.35,4954.25,20.38,5031.06,0,0,36.78,2271.94,0,0,0,0,0,0,432.48,8463.49,0,0,0,0,0,0
"TX389","48389",0,0,0,0,78.89,97.3,33.06,642.07,0,0,0,0,0,0,874.07,984.13,0,0,0,0,0,0
"TX391","48391",50.38,4743.44,0,0,46.47,28313.51,0,0,0,0,0,0,0,0,725.07,27785.19,0,0,0,0,0,0
"TX393","48393",226.72,1791.96,0,0,0,0,28.79,5581.06,0,0,0,0,0,0,1092.58,787.3,0,0,0,0,0,0
"TX395","48395",134.57,8257.09,41.34,3136.25,52.92,3437.84,30.55,395.12,0,0,0,0,21.59,201.21,971.93,16336.51,0,0,0,0,0,0
"TX397","48397",35.5,3267.7,0,0,67.43,2724.32,40.37,2568.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX399","48399",0,0,0,0,30.74,19581.08,25.42,52007.61,0,0,0,0,34.68,2179.75,566.04,43859.26,0,0,0,0,0,0
"TX401","48401",0,0,0,0,0,0,36,296.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX403","48403",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX405","48405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX407","48407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX409","48409",124.98,8380.07,0,0,77.75,86010.81,0,0,0,0,0,0,0,0,902.87,76466.67,0,0,0,0,0,0
"TX411","48411",0,0,0,0,0,0,32.95,6288.99,0,0,0,0,40.94,1006.04,0,0,0,0,0,0,0,0
"TX413","48413",0,0,0,0,46.48,1459.46,21.26,1514.63,0,0,0,0,22.14,729.38,931.16,3493.65,0,0,0,0,0,0
"TX415","48415",0,0,0,0,43.63,2237.84,18.13,3975.89,0,0,0,0,32.39,100.6,628.26,48845.5,0,0,0,0,0,0
"TX417","48417",0,0,0,0,0,0,28.16,7671.9,0,0,0,0,21.16,251.51,720.42,1082.54,0,0,0,0,0,0
"TX419","48419",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX421","48421",246.44,79742.42,0,0,73.35,17805.41,42.56,90457.69,0,0,0,0,52.9,402.41,1260.95,16926.98,0,0,1427,7800,0,0
"TX423","48423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX425","48425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX427","48427",95.04,737.87,0,0,38.03,28459.46,0,0,0,0,0,0,0,0,0,0,0,0,613.5,3250,0,0
"TX429","48429",0,0,0,0,0,0,18.55,296.34,0,0,0,0,36.27,251.51,0,0,0,0,0,0,0,0
"TX431","48431",0,0,0,0,0,0,18.55,1086.58,0,0,0,0,23.43,352.11,0,0,0,0,0,0,0,0
"TX433","48433",0,0,0,0,0,0,24.19,13038.95,0,0,0,0,28.82,150.91,327.64,3690.48,0,0,0,0,0,0
"TX435","48435",0,0,0,0,0,0,21.82,395.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX437","48437",218.15,21582.63,0,0,50.19,36389.19,36.61,49760.37,0,0,0,0,0,0,1024.42,57997.88,0,0,0,0,0,0
"TX439","48439",0,0,0,0,0,0,45.94,1613.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX441","48441",0,0,0,0,31.43,4086.49,26.5,36178.14,0,0,0,0,35.44,486.25,493.09,10169.31,0,0,0,0,0,0
"TX443","48443",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX445","48445",0,0,0,0,34.15,49232.43,33.21,23781.26,0,0,0,0,0,0,811.78,164874.07,0,0,1082,1100,0,0
"TX447","48447",0,0,0,0,0,0,17.1,22324.26,0,0,0,0,0,0,364.32,885.71,0,0,0,0,0,0
"TX449","48449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX451","48451",181.25,3021.74,0,0,31.84,27218.92,33.89,23237.97,0,0,0,0,51.44,1006.04,850.91,65706.88,0,0,0,0,0,0
"TX453","48453",67.45,11884.94,0,0,46.77,9608.11,30.44,1942.67,0,0,0,0,39.3,704.23,666.89,3116.4,0,0,0,0,0,0
"TX455","48455",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX457","48457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX459","48459",0,0,0,0,0,0,32.73,98.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX461","48461",0,0,0,0,26.63,6908.11,11.58,4445.1,0,0,0,0,0,0,1192.27,6101.59,0,0,0,0,0,0
"TX463","48463",138.4,18314.93,0,0,62.35,12502.7,38.22,4642.65,0,0,0,0,34.83,3722.33,1504.86,7610.58,0,0,1405,1000,0,0
"TX465","48465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX467","48467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX469","48469",98.34,31491.14,25.15,8894.2,69.73,19921.62,0,0,0,0,0,0,0,0,668.33,10562.96,0,0,0,0,7379.95,1181.95
"TX471","48471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,844.48,1082.54,0,0,0,0,0,0
"TX473","48473",91.29,7325.97,0,0,0,0,15.27,395.12,0,0,0,0,0,0,0,0,0,0,0,0,10040.12,6661.88
"TX475","48475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX477","48477",0,0,0,0,48.45,778.38,29.46,296.34,0,0,0,0,39.58,150.91,0,0,0,0,0,0,0,0
"TX479","48479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TX481","48481",111.41,69148.75,33.52,11858.93,69.07,41983.78,33.41,2798.76,0,0,0,0,0,0,898.26,56882.54,0,0,0,0,8045.59,39040.05
"TX483","48483",0,0,0,0,47.66,2232.97,23.76,7507.27,0,0,0,0,0,0,738.85,8561.9,0,0,0,0,0,0
"TX485","48485",57.25,1581.15,0,0,44.84,2091.89,31.47,61391.7,0,0,0,0,24.83,100.6,451.05,3100,0,0,0,0,0,0
"TX487","48487",67.56,1370.33,0,0,46.09,2341.62,29.62,73689.8,0,0,0,0,24.4,4024.14,475.39,15910.05,0,0,0,0,0,0
